AREA,PERIMETER,ECO_US_,ECO_US_ID,ECOCODE,DOMAIN,DIVISION,PROVINCE,SECTION
438256.93,2538.945,2658,2814,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
416445.62,2485.04,2659,2815,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
430614.5,2533.774,2660,2816,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
439695.28,2557.241,2661,2817,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
7610645.5,21272.002,2662,2818,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
433232.75,2596.212,2663,2819,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
444804.59,2540.355,2664,2820,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
416475.09,2579.747,2665,2821,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
444984.68,2564.181,2666,2822,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
774771.37,3342.175,2667,2823,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
1869817.5,5765.057,2668,2824,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
446277.25,2582.379,2669,2825,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
309057.21,2073.48,2670,2826,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
297485.18,2303.3,2671,2827,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
222453.21,1906.437,2672,2828,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
420321.4,2525.93,2673,2829,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
430659.06,2530.368,2674,2830,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
427918.62,2638.487,2675,2831,-315F,DRY DOMAIN,Tropical/Subtropical Steppe Division,Southwest Plateau and Plains Dry Steppe and Shrub Province,Southern Gulf Prairies and Marshes Section
439566.4,2537.689,2676,2832,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
1336613.7,5008.939,2677,2833,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
800581.75,3280.148,2678,2834,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
486064.62,2608.902,2679,2835,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
515714.31,2774.617,2680,2836,-315F,DRY DOMAIN,Tropical/Subtropical Steppe Division,Southwest Plateau and Plains Dry Steppe and Shrub Province,Southern Gulf Prairies and Marshes Section
402172.84,2329.679,2681,2837,-315F,DRY DOMAIN,Tropical/Subtropical Steppe Division,Southwest Plateau and Plains Dry Steppe and Shrub Province,Southern Gulf Prairies and Marshes Section
52432076,53640.273,2682,2838,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
432295.15,2639.704,2683,2839,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
513707.28,4567.321,2684,2840,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
1974137,6827.866,2685,2841,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
230291.25,2628.98,2686,2842,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
220070.96,3596.221,2687,2843,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
945116.18,7273.883,2688,2844,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
455852.68,3308.718,2689,2845,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
71423160,65928.484,2690,2846,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
529313.87,4194.5,2691,2847,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
721548.87,5396.589,2692,2848,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
299326.34,3286.286,2693,2849,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
252370.56,3705.749,2694,2850,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
89304.688,1904.501,2695,2851,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
623789.37,4118.671,2696,2852,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
2080306.1,9352.35,2697,2853,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
247220.9,2579.323,2698,2854,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
213649.03,2200.126,2699,2855,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
225240.75,2667.111,2700,2856,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
776675,4872.964,2701,2857,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
1293455.5,5364.494,2702,2858,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
1150508,6947.154,2703,2859,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
24319200,35707.398,2704,2860,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
2944934.5,9750.625,2705,2861,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
1358116,6688.033,2706,2862,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
219891.5,1929.059,2707,2863,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
875000000,605767.75,2708,2864,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
477616.87,3210.898,2709,2865,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
51763.688,1026,2710,2866,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
64718.438,1393.015,2711,2867,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
69879,1241.706,2712,2868,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
134942896,97308.07,2713,2869,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
1318018.7,6347.154,2714,2870,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
142439.25,1507.495,2715,2871,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
164372.09,1852.643,2716,2872,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
726647,4658.706,2717,2873,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
214561968,87928.313,2718,2874,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
113911.53,1347.686,2719,2875,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
68609.813,1063.62,2720,2876,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
147572.75,2071.255,2721,2877,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
1441820.5,5129.166,2722,2878,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
1663400.8,6470.289,2723,2879,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
150064.18,1494.222,2724,2880,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
55573164,30016.113,2725,2881,M411A,HUMID TROPICAL DOMAIN,Savanna Regime Mountains,Puerto Rico Province,Dry-Humid Mountains Section
743000000,1397120.6,2726,27,-342C,DRY DOMAIN,Temperate Desert Division,Intermountain Semi-Desert Province,Owyhee Uplands Section
115000000,2961154.5,2727,28,-342B,DRY DOMAIN,Temperate Desert Division,Intermountain Semi-Desert Province,Northwestern Basin and Range Section
463000000,1665648.7,2728,48,M331D,DRY DOMAIN,Temperate Steppe Regime Mountains,Southern Rocky Mountain Steppe-Open Woodland-Coniferous Forest-Alpine Meadow Province,Overthrust Mountains Section
726000000,1438812.5,2729,49,-341A,DRY DOMAIN,Temperate Desert Division,Intermountain Semi-Desert and Desert Province,Bonneville Basin Section
78412600,139304.14,2730,134,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
905033.43,3939.897,2731,1861,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
715781.12,3224.664,2732,1862,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
2591626,7969.667,2733,1863,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
59725.527,1663.133,2734,1865,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
174551.43,1986.465,2735,1866,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
86314.453,1425.877,2736,1867,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
857838.81,5108.11,2737,1868,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
19081086,28783.688,2738,134,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
3852581,7762.77,2739,1875,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
4753473,10208.856,2740,1877,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
11309138,19687.002,2741,1879,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
1308660.1,4477.117,2742,1886,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
18809498,39773.156,2743,1891,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
2069126.7,6930.284,2744,1896,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
568000000,1581875.5,2745,163,-255C,HUMID TEMPERATE DOMAIN,Prairie Division,Prairie Parkland (Subtropical) Province,Oak Woods and Prairies Section
489000000,574256.06,2746,158,-232G,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Eastern) Section
13894906,16143.463,2747,2155,-232G,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Eastern) Section
6029802.5,16885.867,2748,2156,-232G,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Eastern) Section
336000000,3844623.7,2749,100,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section
3058433.5,7070.497,2750,2312,-232G,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Eastern) Section
594000000,452592.84,2751,167,-231F,HUMID TEMPERATE DOMAIN,Subtropical Division,Southeastern Mixed Forest Province,Eastern Gulf Prairies and Marshes Section
432795.12,2486.713,2752,2396,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
235000000,1157974.7,2753,82,-255D,HUMID TEMPERATE DOMAIN,Prairie Division,Prairie Parkland (Subtropical) Province,Central Gulf Prairies and Marshes Section
1269764.1,4180.475,2754,2427,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
1034948.6,3986.6,2755,2429,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
5575649,16954.189,2756,2434,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
727556.31,3374.613,2757,2438,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
311168.37,4502.857,2758,2539,-255D,HUMID TEMPERATE DOMAIN,Prairie Division,Prairie Parkland (Subtropical) Province,Central Gulf Prairies and Marshes Section
11024644,17916.357,2759,2582,-255D,HUMID TEMPERATE DOMAIN,Prairie Division,Prairie Parkland (Subtropical) Province,Central Gulf Prairies and Marshes Section
117373112,112777.18,2760,82,-255D,HUMID TEMPERATE DOMAIN,Prairie Division,Prairie Parkland (Subtropical) Province,Central Gulf Prairies and Marshes Section
895437.12,4229.585,2761,2587,-255D,HUMID TEMPERATE DOMAIN,Prairie Division,Prairie Parkland (Subtropical) Province,Central Gulf Prairies and Marshes Section
582986.93,3007.614,2762,2588,-255D,HUMID TEMPERATE DOMAIN,Prairie Division,Prairie Parkland (Subtropical) Province,Central Gulf Prairies and Marshes Section
16069418,39818.059,2763,2705,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
2394371.7,6841.159,2764,2706,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
2552666.2,9730.678,2765,2707,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
670983.75,3113.223,2766,2708,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
1273366,5197.086,2767,2709,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
18977206,19056.352,2768,2710,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
1619088,5497.054,2769,2712,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
1164654.5,3961.397,2770,2713,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
539191.37,3006.927,2771,2715,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
1111565.1,4879.683,2772,2716,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
610258.18,2984.315,2773,2717,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
1079696.2,5001.808,2774,2718,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
802892.87,3528.526,2775,2721,-411A,HUMID TROPICAL DOMAIN,Savanna Division,Everglades Province,Everglades Section
556000000,2714545,2776,13,-126A,POLAR DOMAIN,Tundra Division,Bering Tundra (Southern) Province,Bristol Bay Lowlands Section
317000000,3418896.7,2777,15,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
14913030,17347.896,2778,561,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
2788458.2,9721.104,2779,586,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
295287296,254756.2,2780,593,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
24522418,24522.369,2781,605,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
1326490.5,4821.152,2782,633,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
1474758.3,5939.264,2783,644,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
9928663,14054.85,2784,645,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
90017408,123279.25,2785,15,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
1832918,5762.937,2786,646,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
6022639,11730.395,2787,647,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
6212738.5,14297.419,2788,648,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
363620.12,2374.033,2789,659,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
609292.62,3460.021,2790,675,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
56963540,64553.141,2791,15,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
670679.62,3413.847,2792,687,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
196470560,98461.695,2793,689,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
714000000,1285260.7,2794,16,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
2046247.5,6005.159,2795,700,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
148339248,68390.641,2796,707,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
228000000,484132.78,2797,723,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
42796136,37771.867,2798,727,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
254302.18,2098.465,2799,728,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
980976.37,4497.954,2800,741,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
1547856.8,6054.196,2801,744,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
5834102,9571.853,2802,754,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
35313500,27264.215,2803,757,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
255378.96,2000.523,2804,762,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
263147.15,2016.339,2805,783,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
236054.59,1932.767,2806,785,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
191000000,930677.5,2807,27,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
661000000,1952183.3,2808,27,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
443076576,190841.15,2809,1114,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
75254840,75741.633,2810,1117,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
695845.62,3444.423,2811,1119,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
942726.56,4937.001,2812,1120,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
127175.72,1325.453,2813,1121,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
1487379.5,5233.402,2814,1123,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
45935244,33399.027,2815,27,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
22912952,29181.334,2816,1138,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
607297.12,3466.647,2817,1146,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
675387.68,3244.284,2818,1148,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
23518354,40137.824,2819,1149,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
178594.7,1753.431,2820,1152,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
264491.87,2214.776,2821,1153,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
160659.31,1643.381,2822,1154,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
1627174.8,6090.838,2823,1156,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
1497327.1,4997.613,2824,1158,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
269669.75,2197.21,2825,1162,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
1617818,6006.645,2826,1163,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
414732.81,2823.204,2827,1164,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
1179832,5216.325,2828,1167,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
174634704,110634.34,2829,1171,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
68849352,59248.582,2830,1172,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
1285404.5,5059.201,2831,1173,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
1457211.2,4579.238,2832,1174,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
124180.46,1442.913,2833,1182,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
1088363.6,4211.584,2834,1185,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
1148224.6,4960.189,2835,1188,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
215790.62,1805.633,2836,1189,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
495759.96,2600.661,2837,1194,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
390408.9,2729.47,2838,1196,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
372524.56,2458.949,2839,1199,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
6831529.5,15151.998,2840,1201,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
536721.93,3558.271,2841,1202,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
