SAMPLE,OTU,ABUNDANCE
NTP39,8111-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP38,8116-Root; k__Bacteria; p__WS3; c__PRR-12; o__LD1-PA13; f__,1
NTP3,8121-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A31; f__S47,1
NTP7,8121-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A31; f__S47,1
NTP14,8135-Root; k__Bacteria; p__Armatimonadetes,1
NTP22,8135-Root; k__Bacteria; p__Armatimonadetes,1
NTP7,8135-Root; k__Bacteria; p__Armatimonadetes,1
NTP11,8246-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP10,8261-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP33,8311-Root; k__Bacteria; p__Chloroflexi,2
NTP11,8341-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP18,8341-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP25,8341-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP28,8341-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,3
NTP3,8341-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP5,8341-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP9,8341-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP36,8356-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP36,8360-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,2
NTP12,8361-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP26,8361-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP24,8379-Root; k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__,1
NTP10,8390-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,2
NTP10,8392-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__,1
NTP11,8397-Root; k__Bacteria; p__Planctomycetes; c__PW285; o__; f__,1
NTP11,8398-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales,1
NTP11,8399-Root; k__Bacteria,1
NTP12,8406-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP12,8407-Root; k__Bacteria,1
NTP12,8408-Root; k__Bacteria,1
NTP12,8409-Root; k__Bacteria; p__OP3; c__koll11; o__; f__,1
NTP12,8411-Root; k__Bacteria,1
NTP12,8412-Root; k__Bacteria,1
NTP12,8413-Root; k__Bacteria; p__Planctomycetes; c__Planctomycea; o__Gemmatales; f__Gemmataceae,1
NTP12,8414-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria,2
NTP1,8418-Root; k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10,4
NTP13,8418-Root; k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10,1
NTP29,8418-Root; k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10,1
NTP9,8418-Root; k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10,1
NTP13,8421-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP13,8424-Root; k__Bacteria,1
NTP13,8427-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__,1
NTP14,8433-Root; k__Bacteria,1
NTP14,8435-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__0319-7L14; f__,1
NTP14,8437-Root; k__Bacteria; p__Chloroflexi; c__TK17; o__S085; f__,1
NTP14,8438-Root; k__Bacteria; p__Planctomycetes; c__agg27; o__OM190; f__,1
NTP14,8439-Root; k__Bacteria; p__GN02; c__GKS2-174; o__; f__,1
NTP14,8441-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP16,8442-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP16,8444-Root; k__Bacteria; p__Acidobacteria; c__Chloracidobacteria; o__; f__,1
NTP18,8444-Root; k__Bacteria; p__Acidobacteria; c__Chloracidobacteria; o__; f__,1
NTP16,8445-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,2
NTP16,8446-Root; k__Bacteria; p__Cyanobacteria; c__4C0d-2,1
NTP18,8449-Root; k__Bacteria; p__; c__; o__; f__,1
NTP18,8451-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP4,8451-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP1,8460-Root; k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__,1
NTP1,8462-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae,1
NTP39,8462-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae,1
NTP1,8466-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP1,8467-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A4b; f__,2
NTP22,8467-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A4b; f__,1
NTP21,8468-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP21,8469-Root; k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__,1
NTP21,8474-Root; k__Bacteria,1
NTP4,8475-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP22,8478-Root; k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__,1
NTP22,8480-Root; k__Bacteria,1
NTP4,8480-Root; k__Bacteria,1
NTP22,8481-Root; k__Bacteria; p__Chloroflexi,1
NTP22,8482-Root; k__Bacteria; p__TM6; c__SJA-4; o__; f__,1
NTP23,8484-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP23,8485-Root; k__Bacteria; p__Chloroflexi; c__SOGA31; o__; f__,1
NTP23,8487-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,1
NTP23,8489-Root; k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__,1
NTP24,8490-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,2
NTP24,8491-Root; k__Bacteria; p__Acidobacteria; c__Chloracidobacteria; o__; f__,1
NTP21,8493-Root; k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__Roseiflexales; f__Kouleothrixaceae,1
NTP24,8493-Root; k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__Roseiflexales; f__Kouleothrixaceae,2
NTP24,8497-Root; k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__,1
NTP39,8497-Root; k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__,1
NTP24,8498-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP26,8513-Root; k__Bacteria; p__Proteobacteria,1
NTP26,8514-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP27,8516-Root; k__Bacteria; p__Planctomycetes; c__Kueneniae; o__; f__,1
NTP23,8519-Root; k__Bacteria; p__Verrucomicrobia,1
NTP27,8519-Root; k__Bacteria; p__Verrucomicrobia,1
NTP27,8521-Root; k__Bacteria; p__Chloroflexi; c__TK17; o__S085; f__,1
NTP38,8521-Root; k__Bacteria; p__Chloroflexi; c__TK17; o__S085; f__,1
NTP27,8525-Root; k__Bacteria; p__Bacteroidetes; c__Sphingobacteria; o__Sphingobacteriales; f__Flexibacteraceae,1
NTP27,8526-Root; k__Bacteria; p__Chloroflexi; c__TK17; o__S085; f__,1
NTP38,8526-Root; k__Bacteria; p__Chloroflexi; c__TK17; o__S085; f__,1
NTP27,8532-Root; k__Bacteria; p__Planctomycetes; c__agg27; o__OM190; f__,1
NTP27,8533-Root; k__Bacteria,1
NTP27,8538-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP28,8538-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP28,8539-Root; k__Bacteria; p__Planctomycetes; c__Planctomycea; o__Gemmatales; f__Gemmataceae,1
NTP28,8540-Root; k__Bacteria,1
NTP29,8546-Root; k__Bacteria; p__TM6; c__SJA-4; o__; f__,1
NTP29,8547-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,1
NTP29,8548-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,3
NTP29,8549-Root; k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__,1
NTP39,8549-Root; k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__,1
NTP29,8550-Root; k__Bacteria; p__Chloroflexi; c__Bljii12; o__AKYG885; f__Dolo_23,1
NTP29,8551-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP29,8552-Root; k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10,1
NTP4,8552-Root; k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10,1
NTP29,8554-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,1
NTP29,8555-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP2,8557-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP2,8558-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,2
NTP2,8560-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP2,8562-Root; k__Bacteria,1
NTP2,8564-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP14,8571-Root; k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10,1
NTP32,8571-Root; k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10,1
NTP32,8573-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP32,8574-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP32,8575-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,1
NTP1,8576-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP10,8576-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP14,8576-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP16,8576-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP32,8576-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP36,8576-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP33,8586-Root; k__Bacteria; p__Planctomycetes; c__agg27; o__CL500-15; f__,1
NTP33,8591-Root; k__Bacteria,1
NTP33,8593-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A31; f__S47,1
NTP33,8594-Root; k__Bacteria; p__Acidobacteria; c__Chloracidobacteria; o__; f__,1
NTP2,8601-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,2
NTP34,8601-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,4
NTP34,8607-Root; k__Bacteria; p__GN02; c__GN08; o__; f__,1
NTP34,8611-Root; k__Bacteria; p__WS3; c__PRR-12; o__LD1-PA13; f__,2
NTP38,8611-Root; k__Bacteria; p__WS3; c__PRR-12; o__LD1-PA13; f__,1
NTP39,8611-Root; k__Bacteria; p__WS3; c__PRR-12; o__LD1-PA13; f__,4
NTP34,8616-Root; k__Bacteria,1
NTP34,8619-Root; k__Bacteria; p__Chloroflexi; c__SOGA31; o__; f__,3
NTP39,8619-Root; k__Bacteria; p__Chloroflexi; c__SOGA31; o__; f__,2
NTP34,8625-Root; k__Bacteria; p__Chloroflexi; c__Bljii12; o__B07_WMSP1; f__FFCH4570,1
NTP34,8626-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__0319-7L14; f__,1
NTP34,8628-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__S0208; f__,3
NTP36,8630-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,1
NTP36,8631-Root; k__Bacteria; p__TM6; c__SJA-4; o__; f__,1
NTP36,8632-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A4b; f__,1
NTP36,8633-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP3,8634-Root; k__Bacteria; p__Chloroflexi; c__TK17; o__S085; f__,1
NTP36,8634-Root; k__Bacteria; p__Chloroflexi; c__TK17; o__S085; f__,1
NTP36,8637-Root; k__Bacteria; p__Chloroflexi; c__SOGA31; o__; f__,1
NTP36,8638-Root; k__Bacteria,2
NTP38,8651-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP39,8651-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP38,8652-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP39,8652-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP38,8654-Root; k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__,1
NTP26,8655-Root; k__Bacteria; p__TM6; c__SJA-4; o__; f__,1
NTP38,8655-Root; k__Bacteria; p__TM6; c__SJA-4; o__; f__,1
NTP38,8656-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SJA-15; f__,1
NTP38,8669-Root; k__Bacteria; p__TM6; c__SJA-4; o__; f__,1
NTP38,8671-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP2,8672-Root; k__Bacteria; p__WS3; c__PRR-12; o__; f__,1
NTP38,8672-Root; k__Bacteria; p__WS3; c__PRR-12; o__; f__,2
NTP39,8675-Root; k__Bacteria; p__Chloroflexi; c__SOGA31; o__; f__,1
NTP39,8676-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae,1
NTP39,8677-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP39,8680-Root; k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__,1
NTP39,8682-Root; k__Bacteria,1
NTP39,8683-Root; k__Bacteria; p__Acidobacteria; c__RB25; o__; f__,1
NTP39,8684-Root; k__Bacteria; p__Planctomycetes; c__Planctomycea; o__Gemmatales; f__Gemmataceae,1
NTP39,8687-Root; k__Bacteria; p__Acidobacteria,1
NTP39,8692-Root; k__Bacteria,2
NTP39,8694-Root; k__Bacteria; p__GN02; c__; o__; f__,1
NTP39,8695-Root; k__Bacteria,1
NTP34,8697-Root; k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10,1
NTP39,8697-Root; k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10,1
NTP39,8699-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP39,8700-Root; k__Bacteria; p__NKB19; c__GN13; o__; f__,1
NTP39,8701-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae,1
NTP3,8703-Root; k__Bacteria,1
NTP3,8709-Root; k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__,1
NTP3,8712-Root; k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__; f__,1
NTP4,8715-Root; k__Bacteria; p__Acidobacteria; c__Chloracidobacteria; o__; f__,1
NTP4,8716-Root; k__Bacteria,1
NTP4,8722-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP4,8724-Root; k__Bacteria; p__Chloroflexi; c__Bljii12; o__B07_WMSP1; f__FFCH4570,1
NTP4,8725-Root; k__Bacteria; p__Chloroflexi; c__Bljii12; o__B07_WMSP1; f__AKYH910,2
NTP7,8725-Root; k__Bacteria; p__Chloroflexi; c__Bljii12; o__B07_WMSP1; f__AKYH910,1
NTP5,8726-Root; k__Bacteria; p__Acidobacteria; c__Chloracidobacteria; o__; f__,1
NTP11,8729-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP14,8729-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP5,8729-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP9,8729-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP5,8730-Root; k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__Roseiflexales,2
NTP5,8733-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__SJA-36; f__,1
NTP6,8738-Root; k__Bacteria; p__AD3; c__ABS-6; o__; f__,1
NTP6,8740-Root; k__Bacteria; p__Acidobacteria,1
NTP6,8742-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP8,8752-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP8,8754-Root; k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae,1
NTP9,8760-Root; k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__; f__,1
NTP23,8838-Root; k__Bacteria; p__Planctomycetes; c__agg27; o__CL500-15; f__,1
NTP38,8875-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__,1
NTP7,8878-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP29,8879-Root; k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__,1
NTP6,9028-Root; k__Bacteria; p__Acidobacteria; c__Chloracidobacteria; o__; f__,1
NTP23,9036-Root; k__Bacteria; p__GN02; c__GKS2-174; o__; f__,1
NTP26,9036-Root; k__Bacteria; p__GN02; c__GKS2-174; o__; f__,1
NTP5,9036-Root; k__Bacteria; p__GN02; c__GKS2-174; o__; f__,2
NTP13,9081-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP36,9094-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP33,9100-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__,1
NTP4,9209-Root; k__Bacteria; p__WPS-2; c__; o__; f__,1
NTP18,9297-Root; k__Bacteria; p__Chlamydiae; c__Chlamydiae; o__Chlamydiales; f__Rhabdochlamydiaceae,1
NTP29,9301-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP2,9303-Root; k__Bacteria; p__Cyanobacteria,1
NTP33,9304-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,1
NTP8,9304-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,3
NTP39,9305-Root; k__Bacteria; p__CCM11b; c__; o__; f__,1
NTP1,9359-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__,1
NTP12,9359-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__,1
NTP2,9359-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__,1
NTP33,9359-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__,1
NTP34,9359-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__,2
NTP38,9359-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__,1
NTP9,9359-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__,2
NTP38,9378-Root; k__Bacteria; p__Planctomycetes; c__agg27; o__CL500-15; f__,1
NTP39,9379-Root; k__Bacteria,2
NTP39,9380-Root; k__Bacteria; p__SM2F11; c__; o__; f__,1
NTP6,9381-Root; k__Bacteria; p__TM6; c__SJA-4; o__; f__,1
NTP7,9445-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__,1
NTP32,9451-Root; k__Bacteria; p__Planctomycetes; c__Planctomycea; o__Pirellulales; f__,1
NTP10,9496-Root; k__Bacteria,1
NTP14,9508-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP2,9508-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP27,9508-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP7,9508-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,2
NTP29,9509-Root; k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__,1
NTP33,9510-Root; k__Bacteria,1
NTP34,9511-Root; k__Bacteria; p__OP11; c__OP11-4; o__KNA6-NB14; f__,1
NTP34,9512-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae,2
NTP39,9514-Root; k__Bacteria; p__Proteobacteria,1
NTP23,9548-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP12,9552-Root; k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae,1
NTP26,9552-Root; k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae,1
NTP7,9637-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__Iamiaceae,2
NTP2,9648-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae,1
NTP14,9679-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP21,9679-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP29,9679-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP39,9679-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP6,9679-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP9,9679-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP1,9808-Root; k__Bacteria; p__Chlorobi; c__SJA-28; o__; f__,1
NTP23,9814-Root; k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__,1
NTP5,9910-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP11,9982-Root; k__Bacteria; p__Chloroflexi; c__Bljii12; o__B07_WMSP1; f__FFCH4570,1
NTP13,9988-Root; k__Bacteria; p__Planctomycetes; c__Kueneniae; o__; f__,1
NTP13,9989-Root; k__Bacteria; p__GN02; c__GKS2-174; o__; f__,1
NTP13,9992-Root; k__Bacteria; p__Chloroflexi; c__Chloroflexi,1
NTP2,9992-Root; k__Bacteria; p__Chloroflexi; c__Chloroflexi,1
NTP13,9993-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae,1
NTP14,9997-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP18,10000-Root; k__Bacteria,1
NTP34,10000-Root; k__Bacteria,1
NTP18,10001-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__,1
NTP1,10003-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__AKIW874,2
NTP1,10004-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__,1
NTP1,10005-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,1
NTP1,10007-Root; k__Bacteria,1
NTP21,10009-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP22,10010-Root; k__Bacteria; p__Chloroflexi; c__Bljii12; o__B07_WMSP1; f__FFCH4570,1
NTP22,10011-Root; k__Bacteria; p__Chloroflexi; c__Bljii12; o__B07_WMSP1; f__FFCH4570,1
NTP23,10015-Root; k__Bacteria; p__Chloroflexi; c__Bljii12; o__B07_WMSP1; f__FFCH4570,1
NTP25,10019-Root; k__Bacteria; p__GN02; c__GKS2-174; o__; f__,2
NTP27,10022-Root; k__Bacteria; p__Planctomycetes,1
NTP27,10023-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__koll13; f__,6
NTP34,10023-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__koll13; f__,4
NTP38,10023-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__koll13; f__,1
NTP2,10028-Root; k__Bacteria,1
NTP2,10029-Root; k__Bacteria,1
NTP34,10039-Root; k__Bacteria; p__ABY1_OD1; c__; o__; f__,1
NTP36,10043-Root; k__Bacteria,1
NTP36,10046-Root; k__Bacteria,1
NTP11,10049-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A31; f__S47,1
NTP12,10049-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A31; f__S47,3
NTP13,10049-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A31; f__S47,1
NTP24,10049-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A31; f__S47,1
NTP33,10049-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A31; f__S47,2
NTP38,10049-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A31; f__S47,1
NTP38,10050-Root; k__Bacteria; p__Acidobacteria; c__Chloracidobacteria; o__; f__,1
NTP39,10052-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__koll13; f__,1
